,TUCASEID,TULINENO,HRYEAR4,PEAFNOW,PEMLR,PEHRWANT,PESCHENR,PEDWWNTO,TELE2019,TELECOVID,TELENOW,EMPA,EMPB,EMPC,EMPD,EMPSTAT,TELEALL,CORR
283624,20231007231961,1,2023,2,1,-1,-1,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283625,20231007231964,1,2023,2,2,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
283626,20231007231965,1,2023,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
283627,20231007231965,2,2023,2,6,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
283628,20231007231968,1,2023,2,1,-1,2,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283629,20231007231968,2,2023,2,1,-1,2,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283630,20231007231968,3,2023,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
283631,20231007231968,4,2023,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
283634,20231007231986,3,2023,2,1,-1,2,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283635,20231007231996,1,2023,2,1,-1,-1,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283636,20231007232004,1,2023,2,1,-1,2,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283637,20231007232004,2,2023,2,1,-1,2,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283638,20231007232004,3,2023,2,7,-1,-1,2,-1,-1,-1,-1,2,-1,2,2,-1,2
283639,20231007232004,4,2023,2,7,-1,2,2,-1,-1,-1,-1,2,-1,2,2,-1,2
283640,20231007232018,1,2023,2,1,-1,-1,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283641,20231007232021,1,2023,2,1,2,-1,-1,2,-1,2,1,-1,-1,-1,1,2,2
283642,20231007232021,2,2023,2,1,2,-1,-1,2,-1,2,1,-1,-1,-1,1,2,2
283643,20231007232021,3,2023,2,1,-1,2,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283644,20231007232021,4,2023,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
283645,20231007232021,5,2023,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
283646,20231007232021,6,2023,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
283647,20231007232021,7,2023,2,1,2,2,-1,2,-1,2,1,-1,-1,-1,1,2,2
283650,20231007232024,1,2023,2,1,-1,2,-1,1,-1,2,-1,-1,-1,-1,-1,2,2
283651,20231007232024,2,2023,2,1,-1,2,-1,1,-1,1,-1,-1,-1,-1,-1,1,2
283652,20231007232040,1,2023,2,7,-1,-1,2,-1,-1,-1,-1,2,-1,2,2,-1,2
283653,20231007232040,2,2023,2,1,-1,2,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283654,20231007232059,1,2023,2,1,-1,2,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283655,20231007232082,1,2023,2,1,2,2,-1,2,-1,2,1,-1,-1,-1,1,2,2
283656,20231007232082,2,2023,2,1,-1,2,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283658,20231007232093,2,2023,2,1,2,-1,-1,2,-1,2,1,-1,-1,-1,1,2,2
283659,20231007232097,1,2023,2,1,-1,2,-1,1,-1,2,-1,-1,-1,-1,-1,2,2
283660,20231007232100,1,2023,2,1,-1,2,-1,1,-1,2,-1,-1,-1,-1,-1,2,2
283661,20231007232100,2,2023,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
283662,20231007232100,3,2023,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
283663,20231007232100,4,2023,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
283665,20231007232113,1,2023,2,1,-1,2,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283666,20231007232113,2,2023,2,7,-1,2,2,-1,-1,-1,-1,2,-1,2,2,-1,2
283667,20231007232113,3,2023,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
283668,20231007232113,4,2023,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
283669,20231007232115,1,2023,2,1,-1,2,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283670,20231007232122,1,2023,2,1,-1,2,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283671,20231007232122,2,2023,2,1,-1,-1,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283672,20231007232129,1,2023,2,1,-1,2,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283673,20231007232129,2,2023,2,1,-1,2,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283674,20231007232129,3,2023,2,7,-1,2,2,-1,-1,-1,-1,2,-1,2,2,-1,2
283675,20231007232129,4,2023,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
283677,20231007232136,2,2023,2,1,2,-1,-1,2,-1,2,1,-1,-1,-1,1,2,2
283678,20231007232137,1,2023,2,7,-1,2,2,-1,-1,-1,-1,2,-1,2,2,-1,2
283679,20231007232137,2,2023,2,6,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
283681,20231007232152,1,2023,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
283683,20231007232152,3,2023,2,1,-1,-1,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283685,20231007232179,1,2023,2,1,-1,-1,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283687,20231007232185,1,2023,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
283688,20231007232185,2,2023,2,6,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
283689,20231007232202,1,2023,2,1,-1,2,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283690,20231007232202,2,2023,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
283692,20231007232222,1,2023,2,7,-1,2,1,-1,-1,-1,-1,2,-1,2,2,-1,2
283693,20231007232222,2,2023,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
283694,20231007232222,3,2023,2,1,-1,2,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283695,20231007232226,1,2023,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
283696,20231007232282,1,2023,2,1,-1,2,-1,2,-1,1,-1,-1,-1,-1,-1,1,2
283697,20231007232282,2,2023,2,1,-1,2,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283698,20231007232282,3,2023,2,1,-1,2,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283701,20231007232307,1,2023,2,1,-1,2,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283702,20231007232307,2,2023,2,1,-1,2,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283703,20231007232307,3,2023,2,7,-1,-1,2,-1,-1,-1,-1,2,-1,2,2,-1,2
283704,20231007232307,4,2023,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
283708,20231007232318,2,2023,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
283709,20231007232329,1,2023,2,6,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
283710,20231007232329,2,2023,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
283711,20231007232329,3,2023,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
283713,20231007232336,2,2023,2,1,1,2,-1,2,-1,2,-1,-1,2,2,2,2,1
283714,20231007232348,1,2023,2,1,-1,-1,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283718,20231007232365,1,2023,2,1,-1,-1,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283719,20231007232365,2,2023,2,1,-1,-1,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283720,20231008230004,1,2023,2,1,-1,2,-1,1,-1,2,-1,-1,-1,-1,-1,2,2
283722,20231008230004,3,2023,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
283726,20231008230008,1,2023,2,1,-1,2,-1,1,-1,2,-1,-1,-1,-1,-1,2,2
283727,20231008230008,2,2023,2,1,-1,2,-1,1,-1,2,-1,-1,-1,-1,-1,2,2
283728,20231008230009,1,2023,2,1,-1,2,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283730,20231008230011,1,2023,2,1,-1,2,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283731,20231008230013,1,2023,2,1,-1,2,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283733,20231008230013,3,2023,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
283734,20231008230013,4,2023,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
283736,20231008230019,1,2023,2,1,-1,-1,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283737,20231008230019,2,2023,2,1,-1,2,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283738,20231008230025,1,2023,2,1,-1,-1,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283739,20231008230025,2,2023,2,1,-1,-1,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283740,20231008230026,1,2023,2,1,-1,-1,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283741,20231008230026,2,2023,2,1,-1,-1,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283742,20231008230027,1,2023,2,7,-1,2,2,-1,-1,-1,-1,2,-1,2,2,-1,2
283743,20231008230027,2,2023,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
283744,20231008230027,3,2023,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
283745,20231008230027,4,2023,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
283746,20231008230028,1,2023,2,1,-1,2,-1,1,-1,2,-1,-1,-1,-1,-1,2,2
283747,20231008230028,2,2023,2,1,-1,2,-1,1,-1,1,-1,-1,-1,-1,-1,1,2
283748,20231008230028,3,2023,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
283749,20231008230034,1,2023,2,7,-1,-1,2,-1,-1,-1,-1,2,-1,2,2,-1,2
283750,20231008230034,2,2023,2,1,-1,2,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283752,20231008230034,4,2023,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
283754,20231008230037,1,2023,2,1,-1,2,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283755,20231008230037,2,2023,2,1,-1,-1,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283757,20231008230042,2,2023,2,1,-1,2,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283758,20231008230042,3,2023,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
283759,20231008230048,1,2023,2,1,-1,2,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283760,20231008230048,2,2023,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
283761,20231008230048,3,2023,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
283762,20231008230048,4,2023,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
283763,20231008230051,1,2023,2,1,-1,-1,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283764,20231008230051,2,2023,2,1,-1,-1,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283765,20231008230059,1,2023,2,1,-1,-1,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283766,20231008230059,2,2023,2,1,-1,2,-1,1,-1,1,-1,-1,-1,-1,-1,1,2
283769,20231008230062,1,2023,2,1,-1,2,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283770,20231008230062,2,2023,2,1,3,2,-1,1,-1,1,1,-1,-1,-1,1,1,1
283771,20231008230062,3,2023,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
283772,20231008230062,4,2023,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
283773,20231008230066,1,2023,2,1,-1,2,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283775,20231008230066,3,2023,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
283776,20231008230068,1,2023,2,1,-1,2,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283777,20231008230068,2,2023,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
283778,20231008230068,3,2023,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
283779,20231008230069,1,2023,2,1,-1,2,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283780,20231008230069,2,2023,2,1,-1,2,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283782,20231008230075,1,2023,2,1,-1,-1,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283783,20231008230076,1,2023,2,1,-1,2,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283784,20231008230076,2,2023,2,7,-1,2,2,-1,-1,-1,-1,2,-1,2,2,-1,2
283785,20231008230076,3,2023,2,7,-1,2,2,-1,-1,-1,-1,2,-1,2,2,-1,2
283786,20231008230077,1,2023,2,1,-1,2,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283787,20231008230077,2,2023,2,1,2,-1,-1,1,-1,1,1,-1,-1,-1,1,1,1
283788,20231008230077,3,2023,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
283789,20231008230078,1,2023,2,1,-1,2,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283790,20231008230078,2,2023,2,7,-1,2,2,-1,-1,-1,-1,2,-1,2,2,-1,2
283791,20231008230078,3,2023,-1,7,-1,-1,-1,-1,-1,-1,-1,2,-1,2,2,-1,2
283792,20231008230078,4,2023,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
283793,20231008230079,1,2023,2,1,-1,2,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283794,20231008230079,2,2023,2,1,-1,2,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283795,20231008230080,1,2023,2,1,-1,2,-1,1,-1,1,-1,-1,-1,-1,-1,1,2
283796,20231008230082,1,2023,2,2,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
283797,20231008230088,1,2023,2,1,-1,2,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283798,20231008230088,2,2023,2,1,2,2,-1,2,-1,2,1,-1,-1,-1,1,2,2
283799,20231008230089,1,2023,2,6,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
283800,20231008230093,1,2023,2,1,-1,2,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283801,20231008230093,2,2023,2,1,-1,2,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283802,20231008230093,3,2023,2,1,-1,-1,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283804,20231008230093,5,2023,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
283806,20231008230097,1,2023,2,1,-1,2,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283807,20231008230097,2,2023,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
283808,20231008230099,1,2023,2,7,-1,-1,2,-1,-1,-1,-1,2,-1,2,2,-1,2
283809,20231008230099,2,2023,2,1,-1,2,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283810,20231008230099,3,2023,2,7,-1,2,2,-1,-1,-1,-1,2,-1,2,2,-1,2
283811,20231008230099,4,2023,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
283812,20231008230099,5,2023,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
283813,20231008230099,6,2023,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
283814,20231008230099,7,2023,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
283815,20231008230100,1,2023,2,4,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
283816,20231008230100,2,2023,2,6,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
283817,20231008230100,3,2023,2,1,-1,2,-1,2,-1,1,-1,-1,-1,-1,-1,1,2
283818,20231008230100,4,2023,2,7,-1,2,1,-1,-1,-1,-1,2,-1,2,2,-1,2
283819,20231008230103,1,2023,2,1,-1,2,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283820,20231008230103,2,2023,2,1,-1,2,-1,1,-1,2,-1,-1,-1,-1,-1,2,2
283821,20231008230105,1,2023,2,1,-1,2,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283822,20231008230105,2,2023,2,1,-1,2,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283823,20231008230105,3,2023,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
283824,20231008230105,4,2023,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
283825,20231008230106,1,2023,2,1,-1,2,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283826,20231008230106,2,2023,2,1,-1,2,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283827,20231008230106,3,2023,2,1,1,2,-1,2,-1,2,-1,-1,2,2,2,2,1
283828,20231008230110,1,2023,2,7,-1,2,2,-1,-1,-1,-1,2,-1,2,2,-1,2
283829,20231008230110,2,2023,2,1,-1,2,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283830,20231008230110,3,2023,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
283831,20231008230112,1,2023,2,7,-1,-1,2,-1,-1,-1,-1,2,-1,2,2,-1,2
283832,20231008230112,2,2023,2,1,-1,2,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283833,20231008230112,3,2023,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
283834,20231008230112,4,2023,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
283835,20231008230114,1,2023,2,1,1,2,-1,2,-1,2,-1,-1,2,2,2,2,1
283836,20231008230114,2,2023,2,1,-1,-1,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283837,20231008230114,3,2023,2,1,-1,-1,-1,1,-1,2,-1,-1,-1,-1,-1,2,2
283838,20231008230114,4,2023,2,1,-1,2,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283840,20231008230116,2,2023,2,2,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
283841,20231008230116,3,2023,2,1,-1,-1,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283842,20231008230118,1,2023,2,7,-1,-1,2,-1,-1,-1,-1,2,-1,2,2,-1,2
283845,20231008230118,4,2023,2,1,-1,2,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283847,20231008230122,1,2023,2,7,-1,-1,2,-1,-1,-1,-1,2,-1,2,2,-1,2
283848,20231008230122,2,2023,2,1,-1,2,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283849,20231008230122,3,2023,2,1,-1,2,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283851,20231008230123,2,2023,2,1,-1,2,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283852,20231008230123,3,2023,2,1,-1,-1,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283855,20231008230125,1,2023,2,7,-1,2,2,-1,-1,-1,-1,2,-1,2,2,-1,2
283856,20231008230125,2,2023,2,1,-1,2,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283857,20231008230126,1,2023,2,1,-1,2,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283858,20231008230126,2,2023,2,1,-1,2,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283861,20231008230128,1,2023,2,4,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
283862,20231008230128,2,2023,2,1,-1,2,-1,1,-1,2,-1,-1,-1,-1,-1,2,2
283863,20231008230128,3,2023,2,7,-1,2,2,-1,-1,-1,-1,2,-1,2,2,-1,2
283864,20231008230128,4,2023,2,4,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
283866,20231008230129,2,2023,2,1,-1,2,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283867,20231008230129,3,2023,2,1,-1,2,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283868,20231008230129,4,2023,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
283871,20231008230133,1,2023,2,1,-1,2,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283872,20231008230133,2,2023,2,1,-1,2,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283873,20231008230133,3,2023,2,1,2,2,-1,2,-1,2,1,-1,-1,-1,1,2,2
283874,20231008230133,4,2023,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
283875,20231008230134,1,2023,2,1,-1,2,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283876,20231008230134,2,2023,2,1,-1,2,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283877,20231008230134,3,2023,2,4,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
283878,20231008230134,4,2023,2,1,-1,2,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283879,20231008230136,1,2023,2,7,-1,2,1,-1,-1,-1,-1,2,-1,2,2,-1,2
283881,20231008230136,3,2023,2,2,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
283882,20231008230136,5,2023,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
283883,20231008230137,1,2023,2,7,-1,2,2,-1,-1,-1,-1,2,-1,2,2,-1,2
283884,20231008230137,2,2023,2,1,-1,2,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283885,20231008230137,3,2023,2,1,-1,2,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283886,20231008230138,1,2023,2,2,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
283887,20231008230138,2,2023,2,1,-1,2,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283888,20231008230138,3,2023,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
283889,20231008230140,1,2023,2,4,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
283890,20231008230140,2,2023,2,1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,2
283891,20231008230140,3,2023,2,1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,2
283893,20231008230143,1,2023,2,1,-1,2,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283894,20231008230143,2,2023,2,2,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
283896,20231008230147,2,2023,2,1,-1,-1,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283897,20231008230147,3,2023,2,7,-1,-1,2,-1,-1,-1,-1,2,-1,2,2,-1,2
283899,20231008230148,2,2023,2,1,-1,2,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283901,20231008230154,2,2023,2,4,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
283902,20231008230154,3,2023,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
283903,20231008230155,1,2023,2,1,-1,2,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283905,20231008230155,3,2023,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
283906,20231008230155,4,2023,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
283907,20231008230156,1,2023,2,1,-1,2,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283908,20231008230156,2,2023,2,1,-1,2,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283909,20231008230156,3,2023,2,1,2,2,-1,2,-1,2,1,-1,-1,-1,1,2,2
283911,20231008230157,2,2023,2,1,-1,2,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283912,20231008230157,3,2023,2,1,-1,2,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283914,20231008230158,2,2023,2,1,-1,2,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283915,20231008230158,3,2023,2,1,-1,2,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283916,20231008230158,4,2023,2,1,2,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,2
283920,20231008230160,4,2023,2,1,-1,2,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283921,20231008230160,5,2023,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
283923,20231008230161,2,2023,2,1,-1,-1,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283924,20231008230161,3,2023,2,1,1,2,-1,2,-1,2,-1,-1,2,2,2,2,1
283925,20231008230162,1,2023,2,7,-1,-1,2,-1,-1,-1,-1,2,-1,2,2,-1,2
283926,20231008230162,2,2023,2,1,-1,2,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283927,20231008230162,3,2023,2,1,1,2,-1,2,-1,2,-1,-1,2,2,2,2,1
283928,20231008230163,1,2023,2,7,-1,-1,2,-1,-1,-1,-1,2,-1,2,2,-1,2
283929,20231008230163,2,2023,2,1,-1,2,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283930,20231008230163,3,2023,2,1,-1,2,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283933,20231008230165,2,2023,2,1,-1,2,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283934,20231008230165,3,2023,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
283935,20231008230169,1,2023,2,7,-1,-1,2,-1,-1,-1,-1,2,-1,2,2,-1,2
283936,20231008230169,2,2023,2,1,-1,2,-1,1,-1,2,-1,-1,-1,-1,-1,2,2
283937,20231008230169,3,2023,2,1,-1,2,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283939,20231008230170,1,2023,2,1,-1,2,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283940,20231008230173,1,2023,2,1,-1,2,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283942,20231008230174,2,2023,2,1,-1,-1,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283943,20231008230176,1,2023,2,1,-1,2,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283944,20231008230176,2,2023,2,1,-1,2,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283945,20231008230176,3,2023,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
283947,20231008230180,2,2023,2,1,-1,2,-1,2,-1,2,-1,-1,-1,-1,-1,2,2
283949,20231008230184,2,2023,2,2,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
